aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0821041,Robert,Stack,01/13/1919,USA,California,0,0,"""Straight Shooting"" -- whether skeet shooting, or portraying"
nm0683253,Rosamund,Pike,01/01/1970,UK,England,0,1,"Born in 1979 in London, England, actress Rosamund Mary Elizabeth Pike is the only child of a classical violinist mother, Caroline (Friend), and an opera singer father, Julian Pike. Due to her parents' work, she spent her early childhood traveling around Europe. Pike attended Badminton School in Bristol, England and began acting at the National Youth Theatre. While appearing in a National Youth Theatre production of ""Romeo and Juliet"", she was first spotted and signed by an agent, although she continued her education at Wadham College, Oxford, where she read English Literature, eventually graduating with an upper second class honors degree."
nm12232673,Eser,Sariyar,01/01/1970,unknown,unknown,0,0,"Eser Sariyar was born in June 24, 2004 in Odense, Denmark. He is an programmer. Now he lives in Denmark and is still studying. Eser Sariyar is considered to be one of Denmarks&Turkey's best young entrepreneur and most respected programmers today. He is also involved in software development . He is known from MeetWeb."
nm9862860,Boluwatife,Treasure,01/01/1970,unknown,unknown,0,1,"Boluwatife Treasure Bankole is an actress, known for"
nm0000060,Gregory,Peck,04/05/1916,USA,California,0,0,"Eldred Gregory Peck was born on April 5, 1916 in La Jolla, California, to Bernice Mary (Ayres) and Gregory Pearl Peck, a chemist and druggist in San Diego. He had Irish (from his paternal grandmother), English, and some German, ancestry. His parents divorced when he was five years old. An only child, he was sent to live with his grandmother. He never felt he had a stable childhood. His fondest memories are of his grandmother taking him to the movies every week and of his dog, which followed him everywhere. He studied pre-med at UC-Berkeley and, while there, got bitten by the acting bug and decided to change the focus of his studies. He enrolled in the Neighborhood Playhouse in New York and debuted on Broadway after graduation. His debut was in"
nm1978402,Ha,Jung-woo,03/11/1978,March 11,unknown,0,0,"Jung-woo Ha is a South Korean actor, film director, screenwriter and film producer. His breakthrough to stardom came with the role in Na Hong-jin's serial killer film The Chaser (2008)."
nm0641939,Ryan,O'Neal,04/20/1941,USA,California,0,0,"Ryan O'Neal was born on April 20, 1941 in Los Angeles, California, USA. He is an actor and producer, known for"
nm1421814,Suriya, ,07/23/1975,India,Tamil Nadu,0,0,"Suriya was born to actor Sivakumar and his wife Lakshmi in Chennai, but brought up in Coimbatore. He is the eldest of three children; his younger brother is actor Karthi Sivakumar and he has a younger sister named Brindha Sivakumar. He attended PSBB School and St. Bede's School in Chennai and graduated from Loyola College with a Bachelor of Commerce degree."
nm0000174,Val,Kilmer,12/31/1959,USA,California,0,0,"Val Kilmer was born in Los Angeles, California, to Gladys Swanette (Ekstadt) and Eugene Dorris Kilmer, who was a real estate developer and aerospace equipment distributor. His mother, born in Indiana, was from a Swedish family, and his father was from Texas. Val studied at Hollywood's Professional's School and, in his teens, entered Juilliard's drama program. His professional acting career began on stage, and he still participates in theater; he played Hamlet at the 1988 Colorado Shakespeare Festival. His film debut was in the 1984 spoof"
nm0000018,Kirk,Douglas,12/09/1916,USA,New York,0,0,"Cleft-chinned, steely-eyed and virile star of international cinema who rose from being ""the ragman's son"" (the name of his best-selling 1988 autobiography) to become a bona fide superstar, Kirk Douglas, also known as Issur Danielovitch Demsky, was born on December 9, 1916 in Amsterdam, New York. His parents, Bryna (Sanglel) and Herschel Danielovitch, were Jewish immigrants from Chavusy, Mahilyow Voblast (now in Belarus). Although growing up in a poor ghetto, Douglas was a fine student and a keen athlete and wrestled competitively during his time at St. Lawrence University. Professional wrestling helped pay for his studies as did working on the side as a waiter and a bellboy. However, he soon identified an acting scholarship as a way out of his meager existence, and was sufficiently talented to gain entry into the American Academy of Dramatic Arts. He made his Broadway debut in ""Spring Again"" before his career was interrupted by World War II. He joining the United States Navy in 1941, and then after the end of hostilities in 1945, returned to the theater and some radio work. On the insistence of ex-classmate"
nm0001057,Toni,Collette,11/01/1972,Australia,New South Wales,0,1,"Toni Collette is an Academy Award-nominated Australian actress, best known for her roles in"
nm0001343,Carrie,Henn,05/07/1976,USA,Florida,0,1,"Carrie Henn was born on May 7, 1976 in Panama City, Florida, USA. She is an actress, known for"
nm0529543,Jean-Pierre,Léaud,05/28/1944,France,Paris,0,0,"Jean-Pierre Léaud is not everybody's cup of tea for sure, but will remain an important name in film history. As an actor he can be adored or hated for exactly the same reasons: he is one of those rare players that directors let improvise his dialogue, which gets on certain viewers' nerves while it fascinates others. The same is true for his very personal staccato diction and elocution and his many mannerisms, the most obvious one being his way to run his hand through his long hair. But there is no denying Léaud is not just another actor, whether you love him or are allergic to him. The son of actress Jacqueline Pierreux and scriptwriter/assistant director Pierre Léaud, Jean-Pierre started acting very early. Indeed, he was only thirteen when he first appeared on a screen, playing a small role in a swashbuckling film directed by veteran Georges Lampin ""la Tour, prends garde!"" (1957). And he was still only fourteen when he answered an ad placed in a newspaper by François Truffaut, who was seeking a young actor able to play Antoine Doinel, a troubled adolescent, in his first feature film ""The 400 blows"". Jean-Pierre was tested among a hundred other candidates and proved so amazingly spontaneous and so gifted for improvisation that not only was he hired but he would go on to play the role in four subsequent Truffaut semi-autobiographies concluding with ""Love on the run"" (1978), a unique experience indeed. Thanks to Truffaut he was introduced to the other stars of the French New Wave, mainly Jean-Luc Godard for whom he would appear in eight films and one TV film, and gradually became their icon. Not too sure about his acting talents, he planned to become a director (which he actually did only once) and worked as an assistant to Truffaut and Godard. But his success both as Truffaut's alter ego and as the leftist movie makers' spokesman encouraged him to go on playing rather than directing. ""Masculin Féminin"" (1966) by Godard even earned him an Award for Best Actor at the Berlin Film Festival. An ardent leftist militant himself, he worked with equally committed directors, including abroad. He was in Italian Pasolini's ""Porcile"" (1968), in Polish Skolimovski's ""Dialog 20-40-60"" (also '68) Brazilian Carlos Diegues' Os herdeiros (1970) and Glauber Rocha's Der Leone have sept cabeças (1971). Bertolucci also hired him for ""Last tango in Paris"" starring Marlon Brando (who so petrified Léaud that he could not play his scenes alongside him), but this one was filmed in Paris. This busy period ended after an excellent role in a classic art movie in the French style: Jean Eustache's ""La maman et la putain"". In the late seventies and throughout the eighties Léaud worked irregularly, mainly on television, occasionally giving a crazy performance in a mainstream film, as was the case in Josiane's Balasko crime comedy ""Les keufs"", for which he got a César nomination. But he made an exciting comeback in the nineties when several ""new New Wave"" directors hired Léaud to pay homage to their elders. Among them French movie makers such as Olivier Assayas, Danièle Dubroux , Serge Le Péron or Bertrand Bonello and foreigners like Finnish Aki Käurismäki and Taiwanese Tsai Ming-Liang. A second youth for eternally young, rebellious, ill-at-ease, annoyingly romantic,touchingly annoying Jean-Pierre Léaud, whose round face staring at the camera in the last shot of ""The 400 blows"" will never be forgotten."
nm0000843,Anne,Bancroft,09/17/1931,USA,New York,0,1,"Anne Bancroft was born on September 17, 1931 in The Bronx, NY, the middle daughter of Michael Italiano (1905-2001), a dress pattern maker, and Mildred DiNapoli (1907-2010), a telephone operator. She made her cinema debut in"
nm1542291,Christopher,Carley,05/31/1978,USA,New York,0,0,"He is best known for his Irish look with his natural red hair and slightly freckled skin. In 1996, he graduated from Pearl River High School in Pearl River, New York. In 1998, he took over the role of Ray in the Broadway production of The Beauty of Queen Leenane. He went on to play Second Bell Boy in the production of Once in a Lifetime. In 2005, he appeared in several Verizon Wireless commercials as Schmitty where his business-field character was tormented via cell phone by his friends and roommates."
nm1367246,Kang,Hye-jeong,01/04/1982,South Korea,unknown,0,1,"Kang Hye-jeong was born on January 4, 1982 in South Korea. She is an actress, known for"
nm0488917,Thomas,Bo,11/27/1963,Denmark,Gladsaxe,0,0,"Thomas Bo Larsen was born on November 27, 1963 in Gladsaxe, Denmark. He is known for his work on"
nm0000874,Steven,Bauer,12/02/1956,Cuba,Havana,0,0,"Steven Bauer was born on December 2, 1956 in Havana, Cuba. He is an actor and producer, known for"
nm0451148,Aamir,Khan,03/14/1965,India,Maharashtra,0,0,"Aamir Khan was born on March 14, 1965 in Mumbai. He is one of the most successful Indian Bollywood actors who is also known as ""Mr. Perfectionist of Bollywood"". With his recent successes in both the Indian and Chinese film markets, he has shouldered his way into becoming one of the world's biggest superstars. Undergoing rapid transformations in his body structure to better embody the variegated characters in his energetic films, Aamir has garnered praise from all parts of the globe. His most visible transformations can be seen in such movies as Lagaan (2001), Fanaa (2006), Taare Zameen Par (2007), Ghajini (2008), 3 idiots (2009), Talaash (2012), Dhoom 3 (2013), PK (2014), Dangal (2016) and Secret Superstar (2017). His recent successes with movies like Dangal, PK , Talaash and TV serial Satyamev Jayate have attracted attention from more serious moviegoing crowds. However, he is perhaps better known for his fabulous comedic roles, as exemplified by his iconic performances in cult comedies such as Andaz Apna Apna, Passion, and Dil Chahta Hai, to name a few. Aamir is also no slouch at TV commercial work."
nm0134073,Enzo,Cannavale,04/05/1928,Italy,Campania,0,0,"First of four brothers, he was discovered by Eduardo De Filippo when he was a post office clerk. In reality, according to the testimony of a former colleague still living, he was employed at the Military Hospital of Naples. Exponent of the Neapolitan theater, actor with ironic and comic verve, skilled character actor, he trod the stages together with Eduardo De Filippo and Aldo Giuffré."
nm0000494,Robert,Sean,02/28/1969,USA,New Jersey,0,0,"One actor who has deserved much acknowledgment and fame and has had to do without it on a number of occasions is Robert Sean Leonard, known by most as Dr. James Wilson on"
nm0004778,Adrien,Brody,04/14/1973,USA,New York,0,0,"Adrien Nicholas Brody was born in Woodhaven, Queens, New York, the only child of retired history professor Elliot Brody and Hungarian-born photographer"
nm0000092,John,Cleese,10/27/1939,UK,England,0,0,"John Cleese was born on October 27, 1939, in Weston-Super-Mare, England, to Muriel Evelyn (Cross) and Reginald Francis Cleese. He was born into a family of modest means, his father being an insurance salesman; but he was nonetheless sent off to private schools to obtain a good education. Here he was often tormented for his height, having reached a height of six feet by the age of twelve, and eventually discovered that being humorous could deflect aggressive behavior in others. He loved humor in and of itself, collected jokes, and, like many young Britons who would grow up to be comedians, was devoted to the radio comedy show, ""The Goon Show,"" starring the legendary"
nm0918334,Scott,Weinger,10/05/1975,USA,New York,0,0,"Scott Eric Weinger (pronounced wine-gur) was born in New York, New York, on October 5, 1975, to Babs Weinger, a teacher, and Elliott Weinger, an orthopedic surgeon. The eldest of four children, Scott has two brothers and one sister. He spent the majority of his formative years in southern Florida, then moved with his family to Los Angeles when his career began to take off."
nm1046097,Rachel,McAdams,11/17/1978,Canada,Ontario,0,1,"Rachel Anne McAdams was born on November 17, 1978 in London, Ontario, Canada, to Sandra Kay (Gale), a nurse, and Lance Frederick McAdams, a truck driver and furniture mover. She is of English, Welsh, Irish, and Scottish descent. Rachel became involved with acting as a teenager and by the age of 13 was performing in Shakespearean productions in summer theater camp; she went on to graduate with honors with a BFA degree in Theater from York University. After her debut in an episode of Disney's"
nm0001538,Jonny,Lee,11/15/1972,UK,England,0,0,"Jonny (sometimes credited as Johnny) Lee Miller was born on November 15, 1972, in Kingston, England, UK. He is the son of actors Anna Lee and"
nm0000201,Michelle,Pfeiffer,04/29/1958,USA,California,0,1,
nm0000304,Linda,Blair,01/22/1959,USA,Missouri,0,1,"From the age of five, Linda Blair had to get used to the spotlight, first as a child model and then as an actress, when out of 600 applicants she was picked for the role of Regan, the possessed child, in"
nm0484737,Inge,Landgut,11/23/1922,Germany,Berlin,0,1,"Inge Landgut was born on November 23, 1922 in Berlin, Germany. She is known for her work on"
nm0576345,John,Megna,11/09/1952,USA,New York,0,0,"John Megna was born on November 9, 1952 in Queens, New York, USA. He was an actor, known for"
nm0051509,Eric,Bana,08/09/1968,Australia,Victoria,0,0,"Eric Bana was born Eric Banadinovic on August 9, 1968, in Melbourne, Victoria, Australia. He is the younger of two brothers. His father, named Ivan Banadinovic, came from Zagreb, Croatia, and worked as a manager for Caterpillar Inc. His mother, named Eleanor Banadinovic, came from a German family and was a hairdresser."
nm1235292,Kim,Sang-kyung,06/01/1972,South Korea,unknown,0,0,"Kim Sang-kyung was born on June 1, 1972 in South Korea. He is an actor, known for"
nm1469236,Olivia,Colman,01/30/1974,UK,England,0,1,"Olivia Colman was born on January 30, 1974 in Norwich, Norfolk, England. She is an actress and producer, known for"
nm1071252,Alexander,Gould,05/04/1994,USA,California,0,0,"Gould was born and raised in Los Angeles, California. He began acting at the age of two and is perhaps best known for providing the voice of the title character of Disney/Pixar's film"
nm0929489,Tom,Wilkinson,02/05/1948,UK,England,0,0,"Popular British character actor Tom Wilkinson was born in Leeds, West Yorkshire, England, and comes from a long line of urban farmers. He is the son of Marjorie (Percival) and Thomas Wilkinson. Economic hardships forced his family to move to Canada for a few years when Wilkinson was a child; after he had returned to England, he attended and graduated from the University of Kent at Canterbury with a degree in English and American Literature."
nm0555404,María,Marull,04/02/1973,Argentina,Santa Fe,0,1,"María Marull was born on April 2, 1973 in Rosario, Santa Fe, Argentina. She is an actress and writer, known for"
nm0462407,Sebastian,Koch,05/31/1962,Germany,Baden-Württemberg,0,0,"Sebastian Koch is one of the most internationally sought-after German actors of his generation. After stage engagements in Berlin, Bochum and Darmstadt, the Karlsruhe native was twice awarded the ""Grimme Prize"" in 2002 for the title role in Peter Keglevic's ""Der Tanz mit dem Teufel - Die Entführung des Richard Oetker"" (Dance with the devil - The kidnapping of Richard Oetker) and for his acting performance as Klaus Mann in the family story ""The Manns"" by Heinrich Breloer. He also received the ""Bavarian Television Award"" for his portrayal of Klaus Mann. His international breakthrough came in 2006 with director Florian Henckel von Donnersmarck's Oscar-winning theatrical success ""The Lives Of Others"". For his outstanding portrayal of the GDR writer Georg Dreyman, Koch received numerous nominations and awards, including the 2007 Italian Foreign Press Award, the ""Globo d'Oro"" for Best European Actor."
nm0000232,Sharon,Stone,03/10/1958,USA,Pennsylvania,0,1,"Sharon Stone was born and raised in Meadville, a small town in Pennsylvania. Her strict father was a factory worker, and her mother was a homemaker. She was the second of four children. At the age of 15, she studied in Saegertown High School, Pennsylvania, and at that same age, entered Edinboro State University of Pennsylvania, and graduated with a degree in creative writing and fine arts. She was a very smart girl (with an IQ of 154), became a bookworm, and once was told that a suitable job for her (and her brains) was to become a lawyer. However, her first love was still the black-and-white movies, especially those featuring"
nm0001772,Patrick,Stewart,07/13/1940,UK,England,0,0,"Sir Patrick Stewart was born in Mirfield, Yorkshire, England, to Gladys (Barrowclough), a textile worker and weaver, and Alfred Stewart, who was in the army. He was a member of various local drama groups from about age 12. He left school at age 15 to work as a junior reporter on a local paper; he quit when his editor told him he was spending too much time at the theatre and not enough working. Stewart spent a year as a furniture salesman, saving cash to attend drama school. He was accepted by Bristol Old Vic Theatre School in 1957. He made his professional debut in 1959 in the repertory theatre in Lincoln; he worked at the Manchester Library Theatre and a tour around the world with the Old Vic Company followed in the early 1960s. Stewart joined the Royal Shakespeare Company in 1966, to begin his 27-year association. Following a spell with the Royal National Theatre in the mid 1980s, he went to Los Angeles, California to star on"
nm0477553,Machiko,Kyô,03/25/1924,Japan,Osaka,0,1,"Machiko Kyô was born on March 25, 1924 in Osaka, Japan. She was an actress, known for"
nm0488953,Brie,Larson,10/01/1989,USA,California,0,1,"Brie Larson has built an impressive career as an acclaimed television actress, rising feature film star and emerging recording artist. A native of Sacramento, Brie started studying drama at the early age of 6, as the youngest student ever to attend the American Conservatory Theater in San Francisco. She starred in one of Disney Channel's most watched original movies,"
nm0001030,John,Cazale,08/12/1935,USA,Massachusetts,0,0,"John Cazale was born in Boston, Massachusetts, to an Irish-American mother, Cecilia (Holland), and an Italian-American father, John Cazale. Cazale only made five feature films in his career, all which many fans and critics alike call classics. But before his film debut, the short"
nm2159926,Jake,Johnson,05/28/1978,USA,Illinois,0,0,"Jake Johnson (born Mark Jake Johnson Weinberger; May 28, 1978) is an American actor, comedian and director, most commonly known for playing Nick Miller in the Fox comedy series New Girl opposite Zooey Deschanel, for which he has received a Teen Choice Award nomination among others. Johnson also co-starred in the 2009 film Paper Heart and the 2012 film Safety Not Guaranteed, as well as appearing in Get Him to the Greek, 21 Jump Street. His first starring role in a feature film was Drinking Buddies, and he also starred in the 2014 comedy Let's Be Cops, alongside fellow New Girl star Damon Wayans, Jr. Appeared alongside Chris Pratt and Bryce Dallas Howard in Jurassic World (2015). Co-starred with Tom Cruise and Russell Crowe, in the Dark Universe thriller, The Mummy (2017). Starred as gambler Eddie Garrett in Netflix feature film Win It All (2017), alongside Keegan Michael Key and Joe Lo Truglio, directed by friend Joe Swanberg."
nm0000007,Humphrey,Bogart,12/25/1899,USA,New York,0,0,"Humphrey DeForest Bogart was born in New York City, New York, to Maud Humphrey, a famed magazine illustrator and suffragette, and Belmont DeForest Bogart, a moderately wealthy surgeon (who was secretly addicted to opium). Bogart was educated at Trinity School, NYC, and was sent to Phillips Academy in Andover, Massachusetts, in preparation for medical studies at Yale. He was expelled from Phillips and joined the U.S. Naval Reserve. From 1920 to 1922, he managed a stage company owned by family friend"
nm0755403,Yutaka,Sada,03/30/1911,Japan,Tokyo,0,0,"Yutaka Sada was born on March 30, 1911 in Tokyo, Japan. He was an actor, known for"
nm0000963,Stephen,Boyd,07/04/1931,UK,Northern Ireland,0,0,"Stephen Boyd was born William Millar on July 4, 1931, at Glengormley, Northern Ireland, one of nine children of Martha Boyd and Canadian truck driver James Alexander Millar, who worked for Fleming's on Tomb Street in Belfast. He attended Glengormley & Ballyrobert primary school and then moved on to Ballyclare High School and studied bookkeeping at Hughes Commercial Academy. In Ireland he worked in an insurance office and travel agency during the day and rehearsed with a semi-professional acting company at night during the week and weekends. He would eventually manage to be on the list for professional acting companies to call him when they had a role. He joined the Ulster Theatre Group and was a leading man with that company for three years, playing all kinds of roles. He did quite a bit of radio work in between as well, but then decided it was distracting him from acting and completely surrendered to his passion. Eventually he went to London as an understudy in an Irish play, ""The Passing Day."""
nm0060988,Michael,Bates,12/04/1920,British India,United Provinces of Agra and Oudh,0,0,"Michael Bates was born on December 4, 1920 in Jhansi, United Provinces of Agra and Oudh, British India. He was an actor, known for"
nm0001159,Faye,Dunaway,01/14/1941,USA,Florida,0,1,"An icy, elegant blonde with a knack for playing complex and strong-willed female leads, enormously popular actress"
nm0000537,Steve,McQueen,03/24/1930,USA,Indiana,0,0,"He was the ultra-cool male film star of the 1960s, and rose from a troubled youth spent in reform schools to being the world's most popular actor. Over 40 years after his untimely death from mesothelioma in 1980, Steve McQueen is still considered hip and cool, and he endures as an icon of popular culture."
nm0000719,F.,Murray,10/24/1939,USA,Pennsylvania,0,0,"Academy Award-winning actor F. Murray Abraham was born on October 24, 1939 in Pittsburgh, Pennsylvania and raised in El Paso, Texas. His father, Fred Abraham, was a Syrian (Antiochian Orthodox Christian) immigrant. His mother, Josephine (Stello) Abraham, was the daughter of Italian immigrants. Born with the first name ""Murray"", he added an ""F."" to distinguish his stage name."
nm0000064,Edward,G.,12/12/1893,Romania,Bucharest,0,0,"Emanuel Goldenberg arrived in the United States from Romania at age ten, and his family moved into New York's Lower East Side. He took up acting while attending City College, abandoning plans to become a rabbi or lawyer. The American Academy of Dramatic Arts awarded him a scholarship, and he began work in stock, with his new name, Edward G. Robinson (the ""G"" stood for his birth surname), in 1913. Broadway was two years later; he worked steadily there for 15 years. His work included ""The Kibitzer"", a comedy he co-wrote with"
nm0000138,Leonardo,DiCaprio,11/11/1974,USA,California,0,0,"Few actors in the world have had a career quite as diverse as Leonardo DiCaprio's. DiCaprio has gone from relatively humble beginnings, as a supporting cast member of the sitcom"
nm0604656,Frank,Morgan,06/01/1890,USA,New York,0,0,"Jovial, somewhat flamboyant Frank Morgan (born Francis Wuppermann) will forever be remembered as the title character in"
nm0000422,John,Goodman,06/20/1952,USA,Missouri,0,0,"John Stephen Goodman's am American film, TV & stage actor. He was born in Affton, Missouri to Virginia Roos (Loosmore), a waitress and saleswoman & Leslie Francis Goodman, a postal worker who died when he was a small child. He's of English, Welsh & German ancestry. He's best known for his role as Dan Conner on the TV show"
nm0000554,Sam,Neill,09/14/1947,UK,Northern Ireland,0,0,"Sam Neill was born in Omagh, Co. Tyrone, Northern Ireland, to army parents, an English-born mother, Priscilla Beatrice (Ingham), and a New Zealand-born father, Dermot Neill. His family moved to the South Island of New Zealand in 1954. He went to boarding schools and then attended the universities at Canterbury and Victoria. The 6-foot tall star has a BA in English Literature. Following his graduation, he worked with the New Zealand Players and other theater groups. He also was a film director, editor and scriptwriter for the New Zealand National Film Unit for 6 years."
nm0000172,Harvey,Keitel,05/13/1939,USA,New York,0,0,"American actor and producer Harvey Keitel was born on May 13, 1939 in Brooklyn, New York City, to Miriam (Klein) and Harry Keitel. An Oscar and Golden Globe Award nominee, he has appeared in films such as"
nm0000377,Richard,Dreyfuss,10/29/1947,USA,New York,0,0,"Richard Dreyfuss is an American leading man, who has played his fair share of irritating pests and brash, ambitious hustlers."
nm0000795,Jean,Arthur,10/17/1900,USA,New York,0,1,"This marvelous screen comedienne's best asset was only muffled during her seven years' stint in silent films. That asset? It was, of course, her squeaky, frog-like voice, which silent-era cinema audiences had simply no way of perceiving, much less appreciating. Jean Arthur, born Gladys Georgianna Greene in upstate New York, 20 miles south of the Canadian border, has had her year of birth cited variously as 1900, 1905 and 1908. Her place of birth has often been cited as New York City! (Herein we shall rely for those particulars on Miss Arthur's obituary as given in the authoritative and reliable New York Times. The date and place indicated above shall be deemed correct.) Following her screen debut in a bit part in"
nm0000513,William,H.,03/13/1950,USA,Florida,0,0,"William H. Macy was born on March 13, 1950 in Miami, Florida, USA. He is an actor and writer, known for"
nm0000216,Arnold,Schwarzenegger,07/30/1947,Austria,Styria,0,0,"With an almost unpronounceable surname and a thick Austrian accent, who would have ever believed that a brash, quick talking bodybuilder from a small European village would become one of Hollywood's biggest stars, marry into the prestigious Kennedy family, amass a fortune via shrewd investments and one day be the Governor of California!?"
nm0000063,Anthony,Quinn,04/21/1915,Mexico,Chihuahua,0,0,"Anthony Quinn was born Antonio Rodolfo Quinn Oaxaca (some sources indicate Manuel Antonio Rodolfo Quinn Oaxaca) on April 21, 1915, in Chihuahua, Mexico, to Manuela (Oaxaca) and Francisco Quinn, who became an assistant cameraman at a Los Angeles (CA) film studio. His paternal grandfather was Irish, and the rest of his family was Mexican."
nm1212722,Benedict,Cumberbatch,07/19/1976,UK,England,0,0,"Benedict Timothy Carlton Cumberbatch was born and raised in London, England. His parents,"
nm0000046,Vivien,Leigh,11/05/1913,India],British India [now West Bengal,0,1,"If a film were made of the life of Vivien Leigh, it would open in India just before World War I, where a successful British businessman could live like a prince. In the mountains above Calcutta, a little princess is born. Because of the outbreak of World War I, she is six years old the first time her parents take her to England. Her mother thinks she should have a proper English upbringing and insists on leaving her in a convent school - even though Vivien is two years younger than any of the other girls at the school. The only comfort for the lonely child is a cat that was in the courtyard of the school that the nuns let her take up to her dormitory. Her first and best friend at the school is an eight-year-old girl,"
nm0000034,William,Holden,04/17/1918,USA,Illinois,0,0,"William Holden was born William Franklin Beedle, Jr. in O'Fallon, Illinois, to Mary Blanche (Ball), a schoolteacher, and William Franklin Beedle, Sr., an industrial chemist. He came from a wealthy family (the Beedles) that moved to Pasadena, California, when he was three. In 1937, while studying chemistry at Pasadena Junior College, he was signed to a film contract by Paramount. His first starring role was as a young man torn between the violin and boxing in"
nm0000148,Harrison,Ford,07/13/1942,USA,Illinois,0,0,"Harrison Ford was born on July 13, 1942 in Chicago, Illinois, to Dorothy (Nidelman), a radio actress, and Christopher Ford (born John William Ford), an actor turned advertising executive. His father was of Irish and German ancestry, while his maternal grandparents were Jewish emigrants from Minsk, Belarus. Harrison was a lackluster student at Maine Township High School East in Park Ridge Illinois (no athletic star, never above a C average). After dropping out of Ripon College in Wisconsin, where he did some acting and later summer stock, he signed a Hollywood contract with Columbia and later Universal. His roles in movies and television ("
nm0044073,Lubna,Azabal,08/15/1973,Belgium,Brussels,0,1,"Lubna Azabal was born on August 15, 1973 in Brussels, Belgium. She is an actress, known for"
nm0108703,Sean,Bridgers,03/03/1968,USA,North Carolina,0,0,"Sean Bridgers was born on March 3, 1968 in Chapel Hill, North Carolina, USA. He is an actor and director, known for"
nm0005132,Heath,Ledger,04/04/1979,Australia,Western Australia,0,0,"When hunky, twenty-year-old heart-throb Heath Ledger first came to the attention of the public in 1999, it was all too easy to tag him as a ""pretty boy"" and an actor of little depth. He spent several years trying desperately to sway this image, but this was a double-edged sword. His work comprised nineteen films, including"
nm0268488,Amir,Farrokh,01/01/1970,unknown,unknown,0,0,"Amir Farrokh Hashemian is an actor, known for"
nm0156039,Virginia,Cherrill,04/12/1908,USA,Illinois,0,1,"Actress in US and UK films of the early 1930s. Born on a farm, Cherrill was discovered by"
nm0000686,Christopher,Walken,03/31/1943,USA,New York,0,0,"Nervous-looking lead and supporting actor of the American stage and films, with sandy colored hair, pale complexion and a somewhat nervous disposition. He won an Oscar as Best Supporting Actor for his performance in"
nm0921044,Klaus,Wennemann,12/18/1940,Germany,North Rhine-Westphalia,0,0,"Klaus Wennemann was born on December 18, 1940 in Oer-Erkenschwick, North Rhine-Westphalia, Germany. He was an actor, known for"
nm0000237,John,Travolta,02/18/1954,USA,New Jersey,0,0,"John Joseph Travolta was born in Englewood, New Jersey, one of six children of"
nm0000323,Michael,Caine,03/14/1933,UK,England,0,0,"Michael Caine was born Maurice Joseph Micklewhite in London, to Ellen Frances Marie (Burchell), a charlady, and Maurice Joseph Micklewhite, a fish-market porter. He left school at age 15 and took a series of working-class jobs before joining the British army and serving in Korea during the Korean War, where he saw combat. Upon his return to England, he gravitated toward the theater and got a job as an assistant stage manager. He adopted the name of Caine on the advice of his agent, taking it from a marquee that advertised"
nm0605270,Masayuki,Mori,01/13/1911,Japan,Hokkaido,0,0,"Masayuki Mori was born on January 13, 1911 in Sapporo, Hokkaido, Japan. He was an actor, known for"
nm0000048,Peter,Lorre,06/26/1904,Slovakia],Austria-Hungary [now Ruzomberok,0,0,"Peter Lorre was born László Löwenstein in Rózsahegy in the Slovak area of the Austro-Hungarian Empire, the son of Hungarian Jewish parents. He learned both Hungarian and German languages from birth, and was educated in elementary and secondary schools in the Austria-Hungary capitol Vienna, but did not complete. As a youth he ran away from home, first working as a bank clerk, and after stage training in Vienna, Austria, made his acting debut at age 17 in 1922 in Zurich, Switzerland. He traveled for several years acting on stage throughout his home region, Vienna, Berlin, and Zurich, including working with"
nm0794186,Ayano,Shiraishi,01/01/1970,unknown,unknown,0,1,"Ayano Shiraishi is an actress, known for"
nm0545298,Fredric,March,08/31/1897,USA,Wisconsin,0,0,Fredric March began a career in banking but in 1920 found himself cast as an extra in films being produced in New York. He starred on the Broadway stage first in 1926 and would return there between screen appearances later on. He won plaudits (and an Academy Award nomination) for his send-up of
nm0000619,Tim,Roth,05/14/1961,UK,England,0,0,"Often mistaken for an American because of his skill at imitating accents, actor Tim Roth was born Timothy Simon Roth on May 14, 1961 in Lambeth, London, England. His mother, Ann, was a teacher and landscape painter. His father, Ernie, was a journalist who had changed the family name from ""Smith"" to ""Roth""; Ernie was born in Brooklyn, New York, to an immigrant family of Irish ancestry."
nm0000195,Bill,Murray,09/21/1950,USA,Illinois,0,0,"Bill Murray is an American actor, comedian, and writer. The fifth of nine children, he was born William James Murray in Wilmette, Illinois, to Lucille (Collins), a mailroom clerk, and Edward Joseph Murray II, who sold lumber. He is of Irish descent. Among his siblings are actors"
nm0000071,James,Stewart,05/20/1908,USA,Pennsylvania,0,0,"James Maitland Stewart was born on May 20, 1908 in Indiana, Pennsylvania, to Elizabeth Ruth (Johnson) and Alexander Maitland Stewart, who owned a hardware store. He was of Scottish, Ulster-Scots, and some English, descent. Stewart was educated at a local prep school, Mercersburg Academy, where he was a keen athlete (football and track), musician (singing and accordion playing), and sometime actor."
