aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm3360706,Aaron,Guzikowski,01/01/1970,unknown,unknown,0,,Aaron Guzikowski is an American screenwriter. He is best known for writing the 2013 film Prisoners and creating the 2014 television series The Red Road.
nm1410815,Asghar,Farhadi,05/07/1972,Iran,Isfahan,0,,"Asghar Farhadi was born in 1972 in Iran. He became interested in cinema in his teenage years and started his filmmaking education by joining the Youth Cinema Society of Esfahan in 1986 where he made 8mm and 16mm short films. He received his Bachelors in Theater from University of Tehran's School of Dramatic Arts in 1998 and his Masters in Stage Direction from Tarbiat Modarres University a few years later. During these formative years, Farhadi made six shorts and two TV series for Iran's National Broadcasting Corporation (IRIB) of which ""A Tale of a City"" is most noteworthy."
nm0490147,Nick,Lathouris,01/01/1970,unknown,unknown,0,0,Nick Lathouris is known for his work on
nm0000142,Clint,Eastwood,05/31/1930,USA,California,0,0,
nm0207401,Piero,De,04/12/1926,Italy,Tuscany,0,,"Piero De Bernardi was born on April 12, 1926 in Prato, Tuscany, Italy. He is known for his work on"
nm0905154,Lana,Wachowski,06/21/1965,USA,Illinois,0,,Lana Wachowski and her sister
nm1410028,Pierre,Bismuth,06/06/1953,France,Neuilly-sur-Seine,0,0,"Pierre Bismuth is a London-based artist who helped develop the story with French director Michael Gondry and screenwriter Charlie Kaufman, which Kaufman took over and turned into the brilliant screenplay ""Eternal Sunshine of the Spotless Mind""."
nm0122446,W.R.,Burnett,11/25/1899,USA,Ohio,0,,"One of the most influential writers in screen history, W. R. Burnett has contributed countless classic moments in cinema."
nm0761498,Chris,Sanders,03/12/1962,USA,Colorado,0,0,"Born and raised in Colorado, Chris Sanders fell in love with animation at the age of ten after seeing Ward Kimball animated shorts on 'The Wonderful World of Disney'. He began drawing, and applied to CalArts after his grandmother told him about the animation program at the school. He majored in character animation, and graduated in 1984, moving on to work at Marvel Comics. He helped draw the characters for the show _Muppet Babies (1984)_. He then moved over to the Walt Disney Company in 1987, working in the visual development department. After doing some minor work on"
nm0001661,Rob,Reiner,03/06/1947,USA,New York,0,0,"Robert Reiner was born in New York City, to"
nm0816143,Terry,Southern,05/01/1924,USA,Texas,0,0,"Terry Southern began writing satirical, outrageous fiction at the age of 12, when he took it upon himself to rewrite various"
nm0462321,Howard,Koch,12/12/1901,USA,New York,0,0,"Playwright and author of sophisticated screenplays, a graduate of Bard College and Columbia University Law School. Howard Koch started out as a practicing lawyer in Hartsdale, New Jersey, but soon found himself dissatisfied with his career choice and began to write plays on the side. His first two efforts flopped on Broadway (respectively in 1929 and 1933). Nonetheless, Koch continued, undaunted, and had his first critical success with ""The Lonely Man"", produced at the Blackstone Theater in Chicago in 1937. On the strength of this work he was engaged by"
nm0000235,Uma,Thurman,04/29/1970,USA,Massachusetts,0,1,"Uma Karuna Thurman was born in Boston, Massachusetts, into a highly unorthodox and internationally-minded family. She is the daughter of"
nm1010540,Terence,Winter,10/02/1960,USA,New York,0,0,"Terence Winter was born on October 2, 1960 in Brooklyn, New York, USA. He is a producer and writer, known for"
nm0001338,Brian,Helgeland,01/17/1961,USA,Rhode Island,0,,"Brian Helgeland was born in 1961 in Providence, Rhode Island and raised in New Bedford Massachusetts, fictional home of The Spouter Inn where Ishmael first met Queequeg. A born worker, Helgeland has endeavored to achieve in the following fields: snow shoveler, scrap newspaper collector, dishwasher, nursing home janitor, drug store clerk and unreliable nightshift gas station attendant. Facing unemployment after receiving a degree in English, Helgeland fell back on generations of family tradition and took a site as a 'half-share man' on the fishing vessel Mondego II, working the dredges of a deep sea scalloper over 100 miles offshore for two weeks at a time. Fish School. North Atlantic University. After a year at sea, a chance meeting with a book entitled ""A Guide To Film School"" changed everything. Ignorant as to the existence of such venerable institutions, he applied to several and was accepted by one. Giving up his now 'full-share man' berth on the fishing vessel Concordia, Helgeland headed west in 1985. After working on several low budget horror films and co-writing ""A Nightmare On Elm Street 4"" (at the time the highest grossing independent film of all time), he made his mark with several spec script sales, the flashiest being ""The Ticking Man"" which he co-wrote with Manny Coto. Two other specs sales to Warner Bros landed him an exclusive writing deal at what was then the greatest movie studio on earth. That deal resulted in seven produced films starting with two for director (and longtime mentor) Richard Donner and ending with two films for Clint Eastwood. In between came the much lauded ""LA Confidential"" for which Helgeland won an Academy Award. Brian's directing career began when Donner gave him an episode of ""Tales From The Crypt"" to direct. Tired of Helgeland's script note complaints, Donner was eager for him to see how things looked at the trigger end of the gun instead of the barrel. Next up as writer/director was ""Payback"" which Mel Gibson committed to after leafing through a rough draft version of the script on a Warners ADR stage. Although the director's cut was eventually released, the experience was bittersweet as Paramount demanded a happier ending which Helgeland refused to direct. With the rug pulled out from under him, Helgeland regained momentum with the spec script for ""A Knight's Tale"". He envisioned the rags to riches story of a peasant determined to prove himself a knight, as a version of his own humble beginnings before moving to Hollywood, but also as the tale of a lowly screenwriter who wants to become a noble director. Columbia Pictures bought the script in a bidding war and mere months later Helgeland found himself in the Czech Republic with Heath Ledger, Paul Bettany and the gang conjuring the story of William Thatcher - aka Sir Ulrich von Lichtenstein - in what would become his most fan favorite film. It provided him with a holiday away from himself which turned out to be unrepeatable. Since then Helgeland has alternated between directing and writing for such talents as Paul Greengrass, Ridley Scott and Pete Berg. But Tony Scott is the director he felt closest to sensibility-wise, in that both of them believed that any single moment in a film can be ordinary and absurd and funny and tragic all at the same time. They worked on several projects together - produced and unproduced. ""Man On Fire"" was their crowning achievement. Helgeland also wrote and directed the film ""42"" with Chadwick Boseman and ""Legend"" with Tom Hardy. Both were biopics. Helgeland recently has decided the film ""Cool Hand Luke"" is not the highest achievement of Western Civilization after all. The film ""Klute"" in fact is. Helgeland is also an admirer of John Huston, Richard Brooks, Walter Hill, Frank Pierson, Curtis Hanson and all screenwriters who knighted themselves into the director's chair. As he likes to say about writing. ""It's okay to lie if you reach a higher truth doing so."""
nm0908824,Randall,Wallace,07/28/1949,USA,Tennessee,0,,"Randall Wallace was born on July 28, 1949 in Jackson, Tennessee, USA. He is a writer and producer, known for"
nm0959003,Stefan,Zweig,11/28/1881,Austria-Hungary [now Austria],Vienna,0,,"Stefan Zweig was born on November 28, 1881 in Vienna, Austria-Hungary [now Austria]. He was a writer, known for"
nm0447745,Thomas,Keneally,10/07/1935,Australia,New South Wales,0,0,"Thomas Keneally, (born October 7, 1935, Sydney, Australia), Australian writer best known for his historical novels. Keneally's characters are gripped by their historical and personal past, and decent individuals are portrayed at odds with systems of authority."
nm2331222,David,Lloyd,01/01/1970,UK,England,0,0,"David Lloyd was born in 1950 in Enfield Town, London, England. He is an actor and writer, known for"
nm0661791,Park,Chan-wook,08/23/1963,South Korea,Seoul,0,,"Park Chan-wook was born on August 23, 1963 in Seoul, South Korea. He is a producer and director, known for"
nm0174840,Gerry,Conlon,03/01/1954,Northern Ireland,Belfast,0,0,"Gerry Conlon was born on March 1, 1954 in Belfast, Northern Ireland. He was an actor and writer, known for"
nm0551261,D.M.,Marshman,12/21/1922,USA,Ohio,0,,Biography needs more update
nm0001232,Milos,Forman,02/18/1932,Czechoslovakia [now Czech Republic],Cáslav,0,0,"Milos Forman was born Jan Tomas Forman in Caslav, Czechoslovakia, to Anna (Svabova), who ran a summer hotel, and Rudolf Forman, a professor. During World War II, his parents were taken away by the Nazis, after being accused of participating in the underground resistance. His father died in Buchenwald and his mother died in Auschwitz, and Milos became an orphan very early on. He studied screen-writing at the Prague Film Academy (F.A.M.U.). In his Czechoslovakian films,"
nm0844262,Wladyslaw,Szpilman,12/05/1911,Poland],Slaskie,0,,"Wladyslaw Szpilman was born in 1911 in Sosnowiec. On leaving school, he went to Warsaw to study music (piano) in the Chopin School of Music, under Professor Jozef Smidowicz, and later, under Professor Aleksander Michalowski (both scholars of Franz List). In 1931 he went to Berlin to the Academy of Music studying under Professor Leonid Kreutzer and Arthur Schnabel (piano) and Professor Franz Schreker (composition). At this time he wrote his Violin Concerto, Piano Suite ""Zycie Maszyn"" (The Life of Machines), Concertino for piano with Orchestra, many works for piano and violin and also some songs. In 1935 Szpilman entered the Polish Radio, where, except during the war, he worked until 1963. In 1946, he published his book ""Death of a City"" - memories from 1939 to 1945. Since 1945, Szpilman has appeared in concerts as a soloist and with chamber groups in Poland, throughout Europe and in America. He and Bronislav Gimpel formed a very successful piano duet in 1932, which grew in 1962 to the Warsaw Piano Quintet, that performed about 2,500 concerts until 1987 worldwide, with the exception of Australia. In 1936 he also started his career as a composer of songs (about 500). About 150 of them were in Poland's pop charts and they are ""evergreens"" of Polish pop music culture to this day. In the 50s he wrote also about 40 songs for children, for which he received in 1955 the award of the Polish Composers Union. He also wrote many orchestral pieces (ballet, Small Overture, etc.), musicals, music for children's theater and music for about 50 children's radio broadcasts, as well as film music: ""Wrzos"" (1937); ""Dr. Murek"" (1939); ""Pokoj Zwyciezy Swiat"" (1950); ""Call My Wife"" (1957), and others. In 1961, he initiated and organized the Sopot International Song Festival in Poland, and also founded the Polish Union of Authors of Popular Music. In 1964, he became a member of Presidium of Polish Composers Union, and ZAIKS (Polish ASCAP). In April 1998, his book ""Death of the City"" will be published by ECON Verlag, a leading German publisher, with commentary by a famous German writer and poet: Wolf Biermann."
nm0000965,Danny,Boyle,10/20/1956,UK,England,0,0,"Daniel Francis Boyle is a British filmmaker, producer and writer from Radcliffe, Greater Manchester. He is known for directing 28 Days Later, 127 Hours, Trainspotting, T2 Trainspotting, Slumdog Millionaire, Millions, Shallow Grave, The Beach, Yesterday and Steve Jobs. He won many awards for Slumdog Milliomaire. He was in a relationship with Gail Stevens and had three children."
nm0268380,Peter,Farrelly,12/17/1956,USA,Pennsylvania,0,,"Peter Farrelly was born on December 17, 1956 in Phoenixville, Pennsylvania, USA. He is a producer and writer, known for"
nm0307311,Louis,Garfinkle,02/11/1928,USA,Washington,0,,Biography needs more update
nm0775977,Budd,Schulberg,03/27/1914,USA,New York,0,,"Budd Schulberg was born on March 27, 1914 in New York City, New York, USA. He was a writer and producer, known for"
nm1416431,Wajdi,Mouawad,01/01/1970,unknown,unknown,0,0,"Wajdi Mouawad is a writer and actor, known for"
nm0437969,MacKinlay,Kantor,02/04/1904,USA,Iowa,0,0,"MacKinlay Kantor was born on February 4, 1904 in Webster City, Iowa, USA. He was a writer and actor, known for"
nm0734441,Robert,Rodat,01/01/1970,USA,New Hampshire,0,,"Robert Rodat was born in 1953 in New Hampshire, USA. He is a writer and producer, known for"
nm0619923,Olivier,Nakache,04/15/1973,France,Hauts-de-Seine,0,,"Olivier Nakache was born on April 15, 1973 in Suresnes, Hauts-de-Seine, France. He is a writer and producer, known for"
nm0365383,Thomas,Harris,01/01/1970,USA,Mississippi,0,,"Thomas Harris was born in 1940 in Jackson, Mississippi, USA. He was raised in the town of Rich where his father worked as a farmer. He earned his bachelor's degree in English from Baylor University in Texas in 1964. While attending school, he also worked for the local newspaper."
nm0758357,Franco,Solinas,01/19/1927,Italy,Sardinia,0,,"Franco Solinas was an Italian writer and screenwriter active from the 1950s to the early 1980s, who specialized in political and historical films. He is best known for the screenplay of"
nm0000180,David,Lean,03/25/1908,UK,England,0,,"An important British filmmaker, David Lean was born in Croydon on March 25, 1908 and brought up in a strict Quaker family (ironically, as a child he wasn't allowed to go to the movies). During the 1920s, he briefly considered the possibility of becoming an accountant like his father before finding a job at Gaumont British Studios in 1927. He worked as tea boy, clapper boy, messenger, then cutting room assistant. By 1935, he had become chief editor of Gaumont British News until in 1939 when he began to edit feature films, notably for"
nm0165412,James,Clavell,10/10/1921,Australia,New South Wales,0,,"James Clavell was born on October 10, 1921, in Sydney, New South Wales, as Charles Edmund Dumaresq Clavell. He was a film and TV writer and producer. During World War II, he was a British soldier and a Japanese prisoner on Java and in Singapore, which led to his great interest in things East Asian and Japanese, and the experiences of prisoners of war. Clavell is very well-known for ""The Great Escape"" (1963), ""The Satan Bug"" (1965), ""King Rat"" (1965), ""To Sir, with Love"" (1967), ""Tai-Pan"" (1986), ""Nobel House"" ( 1988), and especially ""Shogun"" (1980). Shogun won the Golden Globe Award for Best TV-Series - Drama and the Emmy Award for Outstanding Limited Series: James Clavell (executive producer)."
nm0287931,Lewis,R.,08/05/1898,USA,Missouri,0,,"Lewis R. Foster was born on August 5, 1898 in Brookfield, Missouri, USA. He was a director and writer, known for"
nm1701024,Nadine,Labaki,02/18/1974,Lebanon,Beirut,0,1,"Nadine Labaki was born on February 18, 1974 in Beirut, Lebanon. She is an actress and director, known for"
nm0776114,Tom,Schulman,10/20/1950,USA,Tennessee,0,,"Tom Schulman graduated from Vanderbilt University with a B.A. in Philosophy. He studied at the USC Graduate School of Cinema, the Actors and Directors Lab with Jack Garfein, and more recently with director Joan Darling. He directed the Actors' Studio, West production of Harold Pinter's The Caretaker."
nm0001050,Montgomery,Clift,10/17/1920,USA,Nebraska,0,0,"Edward Montgomery Clift (nicknamed 'Monty' his entire life) was born on October 17, 1920 in Omaha, Nebraska, just after his twin sister Roberta (1920-2014) and eighteen months after his brother"
nm0003697,Florian,Henckel,05/02/1973,Germany,North Rhine-Westphalia,0,,"Florian Henckel von Donnersmarck was born on May 2, 1973 in Cologne, North Rhine-Westphalia, Germany. He is a director and writer, known for"
nm0920543,Irvine,Welsh,09/27/1958,UK,Scotland,0,0,"Welsh's books have made him a cult figure within the writing world since the 1990s. Several of his books have become best sellers and all have a mixture of comedy, drama and hard-hitting issues...the best-known being"
nm0003433,Carl,Theodor,02/03/1889,Denmark,Copenhagen,0,,"The illegitimate son of a Danish farmer and his Swedish housekeeper, Carl Theodor Dreyer was born in Copenhagen on the 3th of February, 1889. He spent his early years in various foster homes before being adopted by the Dreyers at the age of two. Contrary to popular belief (perhaps nourished by the fact that his films often deal with religious themes) Dreyer did not receive a strict Lutheran upbringing, but was raised in a household that embraced modern ideas: in his spare time the adoptive father was an avid photographer, and the Dreyers voted for The Danish Social Democrates. When he was baptized the reasoning was culturally, not religiously motivated. Dreyer's childhood was an unhappy one. He did not feel his adoptive parents' love (especially the mother), and longed for his biological mother, whom he never knew."
nm2371802,Thomas,Kail,01/01/1970,unknown,unknown,0,,"Thomas Kail is a director and producer, known for"
nm0005363,Guy,Ritchie,09/10/1968,UK,England,0,,"Guy Ritchie was born in Hatfield, Hertfordshire, UK on September 10, 1968. After watching"
nm0660031,Vanna,Paoli,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0001410,Lawrence,Kasdan,01/14/1949,USA,Florida,0,,"Lawrence Kasdan is an American filmmaker, producer and screenwriter. He directed Body Heat, Grand Canyon, The Big Chill, Silverado and Dreamcatcher. He wrote Raiders of the Lost Ark, The Bodyguard, The Empire Strikes Back, Return of the Jedi, The Force Awakens and Solo: A Star Wars Story. He is married to Meg Goldman since 1971 and has two sons."
nm0367838,Ronald,Harwood,11/09/1934,South Africa,Cape Town,0,0,"Born in Cape Town, Union of South Africa in 1934, Ronald Harwood moved to London in 1951 to pursue a career in the theatre. After attending the Royal Academy of Dramatic Arts, he joined the Shakespeare Company of Sir"
nm0876562,Karl,Tunberg,03/11/1909,USA,Washington,0,,Biography needs more update
nm0484111,Bill,Lancaster,11/17/1947,USA,California,0,0,"Bill was known by his friends as ""Billy"", when he was a youth. He attended ""public"" school, as many actor's sons and daughters did in the 1960s. He was never athletic since he was stricken with a childhood disease. He was well liked at Emerson Junior High School in West Los Angeles, California. He graduated from Emerson in June 1962. He was known as a friend to everyone, rich or not. After Emerson, he went on to University High School in Los Angeles."
nm0064181,Stuart,Beattie,01/01/1970,unknown,unknown,0,,"Stuart Beattie is a writer and producer, known for"
nm0549658,Richard,Marquand,09/22/1937,UK,Wales,0,,"Richard Marquand was born on September 22, 1937 in Llanishen, Cardiff, Glamorgan, Wales. He was a director and producer, known for"
nm1646563,Sung-bo,Shim,01/01/1970,unknown,unknown,0,0,"Sung-bo Shim is a writer and director, known for"
nm0432622,Traudl,Junge,03/16/1920,Germany,Bavaria,0,,"Traudl Junge was born on March 16, 1920 in Munich, Bavaria, Germany. She is known for her work on"
nm0449984,Irvin,Kershner,04/29/1923,USA,Pennsylvania,0,0,"Irvin Kershner was born on April 29, 1923 in Philadelphia, Pennsylvania. A graduate of the University of Southern California film school, Kershner began his career in 1950, producing documentaries for the United States Information Service in the Middle East. He later turned to television, directing and photographing a series of documentaries called ""Confidential File"". Kershner was one of the directors given his first break by producer"
nm0498834,Meg,LeFauve,01/01/1970,unknown,unknown,0,,"Nominated for a Best Screenplay Oscar for the Pixar blockbuster ""Inside Out"", LeFauve won an Annie Award for that screenplay. LeFauve began her film career as a producer and President of Egg Pictures, Jodie Foster's film company. During that time, LeFauve produced films which were nominated for an Emmy, a Golden Globe, and she was awarded a Peabody for the Showtime film, ""The Baby Dance."" LeFauve also produced ""The Dangerous Lives of Altar Boys"" which won the 2003 IFP Spirit Award for Best First Feature. LeFauve has been a consultant to Screen New South Wales and Screen Australia and has been a mentor at many writing labs, including The Sundance Labs, Cinestory Script Sessions, and the Meryl Streep Lab. LeFauve taught at AFI and served as co-chair of the Graduate Producers Program at UCLA's School of Film and Television, where she taught master level story and development classes for over seven years. Raised in Warren, Ohio, LeFauve graduated from the Syracuse University Newhouse School."
nm0000361,Brian,De,09/11/1940,USA,New Jersey,0,,"Brian De Palma is one of the well-known directors who spear-headed the new movement in Hollywood during the 1970s. He is known for his many films that go from violent pictures, to Hitchcock-like thrillers. Born on September 11, 1940, De Palma was born in Newark, New Jersey in an Italian-American family. Originally entering university as a physics student, De Palma became attracted to films after seeing such classics as"
nm0000365,Julie,Delpy,12/21/1969,France,Paris,0,1,"Julie Delpy was born in Paris, France, in 1969 to"
nm0006872,Sergio,Donati,04/13/1933,Italy,Lazio,0,0,"Sergio Donati was born on April 13, 1933 in Rome, Lazio, Italy. He is a writer and actor, known for"
nm1184258,William,Monahan,11/03/1960,USA,Massachusetts,0,,"William Monahan was born on November 3, 1960 in Boston, Massachusetts, USA. He is a writer and producer, known for"
nm0442241,Philip,Kaufman,10/23/1936,USA,Illinois,0,,"Director and screenwriter Philip Kaufman was born in Chicago, Illinois. He attended the University of Chicago and later Harvard Law School. He won the Prix de la Nouvelle Critique at Cannes in 1965 for his film"
nm0000581,Joseph,L.,02/11/1909,USA,Pennsylvania,0,,"Born in Wilkes-Barre, Pennsylvania, on February 11, 1909, Joseph Leo Mankiewicz first worked for the movies as a translator of intertitles, employed by Paramount in Berlin, the UFA's American distributor at the time (1928). He became a dialoguist, then a screenwriter on numerous Paramount productions in Hollywood, most of them"
nm0388076,John,Hodge,01/01/1970,UK,Scotland,0,0,"John Hodge was born in 1964 in Glasgow, Scotland. He is a writer and actor, known for"
nm0101991,Philippa,Boyens,01/01/1970,unknown,unknown,0,,"Philippa Boyens is a New Zealand writer and producer who had co-written Peter Jackson's films. She co-wrote the Academy Award winning Lord of the Rings trilogy, the Hobbit trilogy which is a prequel to the Lord of the Rings films, The Lovely Bones, Mortal Engines and the 2005 remake of King Kong. She also co-produced District 9."
nm2450453,Hugo,Guinness,09/12/1959,UK,England,0,0,"Hugo Guinness was born on September 12, 1959 in London, England. He is an actor and writer, known for"
nm0471811,Kim,Krizan,11/01/1961,USA,California,0,1,"Kim Krizan is a writer and actor who was raised in the Los Angeles area. For a time, Krizan lived in Austin, Texas, where she was active in theater and film; she also taught literature and writing at the college level. Krizan and"
nm0621586,Sylvia,Nasar,08/17/1947,Germany,Rosenheim,0,,"Sylvia Nasar was born on August 17, 1947 in Rosenheim, Germany. She is known for her work on"
nm0000160,Ethan,Hawke,11/06/1970,USA,Texas,0,0,"Ethan Green Hawke was born on November 6, 1970 in Austin, Texas, to Leslie Carole (Green), a charity worker, and James Steven Hawke, an insurance actuary. His parents were students at the University of Texas at the time but divorced when Ethan was 5 years old. His mother raised him alone for the next five years, moving around the country, until she remarried in 1981 and the family settled in Princeton Junction, New Jersey."
nm0634300,Jonathan,Nolan,06/06/1976,UK,England,0,,"Attended Loyola Academy in Wilmette, Illinois, graduating in 1994."
nm0000277,Richard,Attenborough,08/29/1923,UK,England,0,0,"Lord Richard Attenborough was born in Cambridge, England, the son of Mary (née Clegg), a founding member of the Marriage Guidance Council, and Frederick Levi Attenborough, a scholar and academic administrator who was a don at Emmanuel College and wrote a standard text on Anglo-Saxon law. The family later moved to Leicester where his father was appointed Principal of the university while Richard was educated at Wyggeston Grammar School for Boys in Leicester and at the Royal Academy of Dramatic Art (RADA)."
nm0501872,Melchior,Lengyel,01/12/1880,Austria-Hungary [now Hungary],Balmazújváros,0,0,"Born Lebovics Menyhért, Lengyel started out as a correspondent for Hungarian newspapers in Switzerland and became a well-known journalist, author, and critic in Germany and Austria where he published numerous plays and established friendships with Ernst Lubitsch and other German theater greats with whom he later worked in Hollywood. He visited the US twice in 1921 and 1924, where he maintained a diary of American theater life and met Eugene O'Neill whose work he later produced in Germany. He moved to England in 1933 as a correspondent for the Budapest ""Pesti Naplo"" and then followed Lubitsch to America in 1935. He moved to Italy in 1960 and then returned to Hungary in 1970 where he died at 94."
nm0254645,Ted,Elliott,07/04/1961,USA,California,0,,"Ted Elliott was born on July 4, 1961 in Santa Ana, California, USA. He is a writer and producer, known for"
nm0881279,Lee,Unkrich,08/08/1967,USA,Ohio,0,,"Lee Unkrich is an Academy Award-winning director at Pixar Animation Studios. He most recently directed Disney.Pixar's critically-acclaimed ""Coco"", which received the Academy Award for Best Animated Feature and Best Song."
nm0460141,Steve,Kloves,03/18/1960,USA,Texas,0,,"Steve Kloves was born on March 18, 1960 in Austin, Texas, USA. He is a writer and producer, known for"
nm0037539,Vladimir,Arsenev,09/10/1872,Russian Empire [now Russia],St. Petersburg,0,,Biography needs more update
nm0860292,Jim,Thompson,09/27/1906,USA,Oklahoma,0,0,"Jim Thompson was born on September 27, 1906 in Anadarko, Oklahoma, USA. He was a writer and actor, known for"
nm0657333,Chuck,Palahniuk,02/21/1962,USA,Washington,0,0,"Chuck is a low key writer who never stops writing and taking down notes to file away for future writing. Very funny, very creative and very thought provoking. His books often make you look at yourself in ways that you would never have before. Same goes for the world, he will make you notice things that you never did. He is of French and Russian descent but his last name is from Ukraine. He gained recognition with his first book ""Fight Club"" which was later made into a film by 20th Century Fox. He went on to gain popularity as his later novels which include Survivor, Invisible Monsters, Choke, Lullaby, and Haunted. More recently (2003) he has written a travel book about his hometown Portland, Oregon entitled ""Fugitives & Refugees"". His newest novel is entitled ""Rant""."
nm0576987,Fernando,Meirelles,11/09/1955,Brazil,São Paulo,0,,"Fernando Meirelles was born in a middle class family in São Paulo City, Brazil."
nm0911486,David,S.,10/25/1945,USA,Rhode Island,0,,"David S. Ward was born on October 25, 1945 in Providence, Rhode Island, USA. He is a writer and director, known for"
nm3890871,John-Henry,Butterworth,01/01/1970,UK,England,0,,Biography needs more update
nm0001008,Frank,Capra,05/18/1897,Italy,Sicily,0,,"One of seven children, Frank Capra was born on May 18, 1897, in Bisacquino, Sicily. On May 10, 1903, his family left for America aboard the ship Germania, arriving in New York on May 23rd. ""There's no ventilation, and it stinks like hell. They're all miserable. It's the most degrading place you could ever be,"" Capra said about his Atlantic passage. ""Oh, it was awful, awful. It seems to always be storming, raining like hell and very windy, with these big long rolling Atlantic waves. Everybody was sick, vomiting. God, they were sick. And the poor kids were always crying."""
nm1480980,Emma,Donoghue,10/24/1969,Ireland,Dublin,0,,"Emma Donoghue was born on October 24, 1969 in Dublin, Ireland. She is a writer and producer, known for"
nm0015611,Ryûnosuke,Akutagawa,03/01/1892,Japan,Tokyo,0,,"Ryûnosuke Akutagawa was born on March 1, 1892 in Tokyo, Japan. He was a writer, known for"
nm0668914,Donn,Pearce,09/28/1928,USA,Pennsylvania,0,0,"It's been said that if Donn Pearce is remembered at all, it won't be for having written ""Cool Hand Luke,"" his acclaimed but little-read novel about his life as a convict on a southern chain gang, but for the classic movie based on it. Starring"
nm0604948,Peter,Morgan,04/10/1963,UK,England,0,0,"Peter Morgan was born on April 10, 1963 in London, England. He is a writer and producer, known for"
nm0714114,Jim,Reardon,01/01/1970,unknown,unknown,0,,Jim Reardon is known for his work on
nm0262595,Bruce,A.,09/19/1946,USA,California,0,,Biography needs more update
nm0275286,David,S.,12/22/1965,USA,Michigan,0,,"David S. Goyer was born on December 22, 1965 in Ann Arbor, Michigan, USA. He is a writer and producer, known for"
nm0782968,Hubert,Selby,07/23/1928,USA,New York,0,0,"American writer. He was born and brought up in New York City, the son of Hubert and Adalin Selby. His father was a merchant seaman and former coal-miner from Kentucky who had settled in the Red Hook district of Brooklyn. Hubert Sr. returned to the merchant marine after the outbreak of World War Two, where in 1944 Hubert Jr. followed him. He had attended various New York state schools, including Peter Stuyvesant High, before dropping out aged 15. In his third year at sea, Selby contracted tuberculosis. Told he had only months to live, he was taken off his ship, docked in Bremen, Germany, and transported back to America. At the Marine Hospital, New York, he was treated with an experimental drug, streptomycin, and underwent surgery, having 10 ribs removed in order for surgeons to operate on his lungs (one of which had collapsed). The streptomycin treatment saved him but left him with acute pulmonary problems which persisted for the rest of his life. When he left hospital after three years he was dependent on morphine; however, the spell in hospital had also given him his first opportunity to read seriously and he had determined to be a writer. He married for the first time in 1949 but with no qualifications, no work experience outside the forces and severe ill-health his job prospects were poor and so he stayed at home to bring up his daughter while his wife worked in a department store. During this period he made the acquaintance of several writers, including Gilbert Sorrentino and"
nm0591450,Rob,Minkoff,08/11/1962,USA,California,0,,"Rob Minkoff was born on August 11, 1962 in Palo Alto, California, USA. He is a producer and director, known for"
nm0002144,John,Houseman,09/22/1902,Romania,Bucharest,0,0,"Academy Award-winning actor John Houseman's main contribution to American culture was not his own performances on film but rather, his role as a midwife to one of the greatest actor-directors-cinematic geniuses his adopted country ever produced ("
nm0542631,Abby,Mann,12/01/1927,USA,Pennsylvania,0,,"Abby Mann was born on December 1, 1927 in Philadelphia, Pennsylvania, USA. He was a writer and producer, known for"
nm0933858,Michael,Wilson,07/01/1914,USA,Oklahoma,0,,"Michael Wilson was born on July 1, 1914 in McAlester, Oklahoma, USA. He was a writer, known for"
nm0152312,Brenda,Chapman,11/01/1962,USA,Illinois,0,,"Brenda Chapman was born on November 1, 1962 in Beason, Illinois, USA. She is known for her work on"
nm0237543,Hal,Dresner,06/04/1937,USA,unknown,0,,Biography needs more update
nm0368074,Shinobu,Hashimoto,04/18/1918,Japan,Hyogo Prefecture,0,,"Shinobu Hashimoto was born on April 18, 1918 in Hyogo Prefecture, Japan. He was a writer and director, known for"
nm0908753,Lew,Wallace,04/10/1827,USA,Indiana,0,,"The son of the governor of Indiana, Lew Wallace lived in Indianapolis as a young boy. He served in the Mexican War, and afterwards became a lawyer and was elected to the state Senate. He served again in the Union army during the Civil War, reaching the rank of major general. He was noted for repulsing an attempted raid by Confederate Gen. Jubal Early on Washington, DC, in 1864. After the Civil War, Wallace was appointed governor of New Mexico Territory and later minister to Turkey. He was a prolific author, although he is most famous for ""Ben Hur: A Tale of the Christ"", which was turned into a play that was produced on Broadway and later filmed several times, the most famous one being"
nm0001243,William,Friedkin,08/29/1935,USA,Illinois,0,,"Friedkin's mother was an operating room nurse. His father was a merchant seaman, semi-pro softball player and ultimately sold clothes in a men's discount chain. Ultimately, his father never earned more than $50/week in his whole life and died indigent. Eventually young Will became infatuated with"
nm0565336,Tom,McCarthy,06/07/1966,USA,New Jersey,0,0,"Tom McCarthy is an American film director, screenwriter, and actor. He is best known for direct and write The Station Agent (2003), The Visitor (2007), Win Win (2011), and Spotlight (2015), for which he won the Academy Award for Best Original Screenplay, and was nominated for Best Director."
nm0397608,Sidney,Howard,06/26/1891,USA,California,0,,Biography needs more update
